"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","bound.sulfur.dioxide","pH","sulphates","alcohol","quality"
"Baja","Alta","Muy baja","Muy baja","Muy baja","Baja","Muy baja","Normal","Normal","Alta",6
"Normal","Alta","Normal","Muy baja","Baja","Alta","Muy alta","Baja","Muy baja","Baja",5
"Normal","Alta","Normal","Muy baja","Baja","Alta","Muy alta","Baja","Muy baja","Baja",5
"Baja","Muy baja","Alta","Muy baja","Muy baja","Muy baja","Baja","Normal","Alta","Muy alta",6
"Baja","Muy baja","Normal","Muy baja","Muy baja","Muy baja","Muy baja","Baja","Alta","Normal",8
"Normal","Normal","Alta","Muy baja","Baja","Baja","Normal","Normal","Baja","Alta",6
"Baja","Muy baja","Normal","Muy baja","Muy baja","Normal","Baja","Baja","Alta","Alta",7
"Normal","Muy baja","Alta","Normal","Muy baja","Muy baja","Muy baja","Baja","Alta","Alta",6
"Muy baja","Normal","Muy baja","Muy baja","Muy baja","Muy alta","Muy baja","Alta","Alta","Alta",6
"Normal","Muy baja","Alta","Muy baja","Muy baja","Alta","Baja","Baja","Alta","Muy alta",7
"Muy baja","Normal","Muy baja","Muy baja","Muy baja","Muy alta","Muy baja","Alta","Alta","Alta",6
"Baja","Muy alta","Muy baja","Muy baja","Baja","Muy baja","Muy baja","Alta","Muy baja","Muy alta",6
"Muy baja","Baja","Alta","Muy baja","Baja","Muy baja","Muy baja","Alta","Normal","Normal",6
"Normal","Muy baja","Alta","Normal","Muy baja","Muy baja","Muy baja","Baja","Alta","Alta",6
"Alta","Normal","Normal","Muy baja","Normal","Baja","Alta","Muy baja","Alta","Normal",5
"Alta","Muy baja","Muy alta","Muy baja","Baja","Muy baja","Muy baja","Baja","Normal","Baja",5
"Muy baja","Normal","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Alta","Alta","Muy baja",5
"Alta","Muy baja","Muy alta","Muy baja","Baja","Muy baja","Muy baja","Baja","Normal","Baja",5
"Baja","Baja","Normal","Muy baja","Muy baja","Normal","Baja","Normal","Normal","Muy alta",7
"Normal","Normal","Muy baja","Muy baja","Baja","Muy baja","Baja","Muy baja","Muy baja","Baja",5
"Baja","Alta","Normal","Muy baja","Baja","Alta","Muy alta","Baja","Muy baja","Baja",5
"Normal","Normal","Muy baja","Muy baja","Baja","Muy baja","Baja","Muy baja","Muy baja","Baja",5
"Baja","Baja","Baja","Muy baja","Baja","Alta","Normal","Normal","Baja","Muy baja",5
"Baja","Normal","Muy baja","Muy baja","Baja","Muy alta","Baja","Normal","Alta","Alta",6
"Muy baja","Normal","Baja","Baja","Normal","Baja","Baja","Alta","Normal","Alta",4
"Normal","Muy baja","Alta","Muy baja","Baja","Muy baja","Muy baja","Baja","Normal","Baja",6
"Normal","Muy baja","Alta","Muy baja","Baja","Muy baja","Muy baja","Baja","Normal","Baja",6
"Baja","Muy baja","Alta","Muy baja","Muy baja","Alta","Normal","Normal","Normal","Muy alta",6
"Baja","Baja","Normal","Muy baja","Baja","Muy baja","Baja","Baja","Baja","Alta",5
"Normal","Alta","Muy baja","Muy baja","Baja","Alta","Baja","Baja","Baja","Alta",5
"Normal","Muy baja","Alta","Muy baja","Muy baja","Muy alta","Baja","Normal","Alta","Alta",5
"Baja","Baja","Normal","Muy baja","Muy baja","Normal","Baja","Normal","Baja","Normal",5
"Baja","Baja","Normal","Muy baja","Muy baja","Baja","Alta","Baja","Baja","Baja",6
"Muy baja","Baja","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Alta","Alta","Alta",6
"Muy baja","Baja","Baja","Muy baja","Muy baja","Baja","Muy baja","Normal","Normal","Normal",7
"Alta","Normal","Alta","Muy alta","Alta","Muy alta","Normal","Baja","Normal","Muy baja",6
"Alta","Normal","Alta","Muy alta","Alta","Muy alta","Normal","Baja","Normal","Muy baja",6
"Alta","Baja","Alta","Muy baja","Alta","Alta","Alta","Muy baja","Normal","Muy baja",5
"Baja","Muy alta","Normal","Normal","Baja","Normal","Baja","Alta","Baja","Alta",5
"Baja","Normal","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Normal","Muy baja","Normal",5
"Baja","Alta","Muy baja","Muy baja","Baja","Alta","Alta","Normal","Normal","Alta",6
"Baja","Baja","Normal","Muy baja","Muy baja","Normal","Muy baja","Baja","Normal","Alta",7
"Baja","Alta","Baja","Normal","Normal","Normal","Alta","Muy baja","Muy baja","Baja",6
"Baja","Alta","Muy baja","Muy baja","Baja","Normal","Muy baja","Normal","Normal","Baja",5
"Baja","Normal","Baja","Muy baja","Muy baja","Muy baja","Muy baja","Normal","Muy baja","Alta",5
"Baja","Alta","Muy baja","Muy baja","Baja","Alta","Alta","Normal","Normal","Alta",6
"Baja","Alta","Baja","Normal","Normal","Normal","Alta","Muy baja","Muy baja","Baja",6
"Baja","Alta","Muy baja","Muy baja","Baja","Normal","Muy baja","Normal","Normal","Baja",5
"Baja","Alta","Muy baja","Muy baja","Baja","Normal","Baja","Normal","Normal","Baja",5
"Baja","Normal","Muy baja","Muy baja","Baja","Muy alta","Muy baja","Normal","Normal","Baja",5
"Baja","Baja","Normal","Muy baja","Muy baja","Normal","Muy baja","Baja","Normal","Alta",8
"Baja","Baja","Normal","Muy baja","Muy baja","Normal","Muy baja","Baja","Normal","Alta",7
"Normal","Muy baja","Alta","Baja","Normal","Muy baja","Muy baja","Normal","Normal","Alta",7
"Baja","Normal","Muy baja","Muy baja","Muy baja","Muy alta","Baja","Normal","Normal","Alta",7
"Baja","Normal","Normal","Muy baja","Baja","Alta","Alta","Normal","Baja","Muy baja",5
"Muy alta","Baja","Muy alta","Muy baja","Baja","Muy baja","Baja","Baja","Normal","Alta",6
"Muy baja","Muy alta","Muy baja","Muy baja","Muy baja","Baja","Muy baja","Alta","Baja","Alta",6
"Muy baja","Normal","Muy baja","Muy baja","Muy baja","Muy alta","Normal","Baja","Muy baja","Normal",6
"Baja","Normal","Normal","Muy baja","Baja","Alta","Alta","Normal","Baja","Muy baja",5
"Normal","Muy baja","Alta","Muy baja","Muy baja","Muy baja","Muy baja","Normal","Baja","Normal",5
"Normal","Muy baja","Alta","Muy baja","Muy baja","Muy baja","Muy baja","Normal","Alta","Muy alta",7
"Muy baja","Baja","Baja","Muy baja","Muy baja","Alta","Normal","Normal","Normal","Normal",6
"Muy baja","Alta","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Alta","Baja","Normal",4
"Baja","Alta","Muy baja","Muy baja","Baja","Baja","Baja","Normal","Baja","Normal",6
"Baja","Alta","Muy baja","Muy baja","Baja","Baja","Baja","Normal","Muy baja","Alta",6
"Baja","Normal","Baja","Muy baja","Muy baja","Alta","Baja","Normal","Normal","Baja",5
"Baja","Normal","Baja","Muy baja","Muy baja","Alta","Baja","Normal","Normal","Baja",5
"Baja","Normal","Normal","Muy baja","Muy baja","Alta","Baja","Baja","Normal","Normal",7
"Baja","Muy alta","Muy baja","Muy baja","Muy baja","Normal","Muy baja","Alta","Baja","Alta",4
"Baja","Normal","Normal","Muy baja","Muy baja","Alta","Baja","Baja","Normal","Normal",7
"Baja","Muy alta","Muy baja","Muy baja","Muy baja","Normal","Baja","Baja","Baja","Baja",3
"Alta","Alta","Baja","Muy baja","Baja","Muy baja","Baja","Muy baja","Muy baja","Baja",5
"Baja","Alta","Muy baja","Baja","Muy baja","Muy baja","Muy baja","Normal","Muy baja","Muy alta",5
"Baja","Baja","Muy alta","Muy baja","Baja","Alta","Baja","Normal","Normal","Alta",6
"Muy baja","Normal","Muy baja","Muy baja","Baja","Baja","Normal","Normal","Baja","Alta",5
"Alta","Normal","Muy alta","Muy alta","Alta","Muy alta","Normal","Muy baja","Normal","Muy baja",5
"Muy baja","Baja","Baja","Muy baja","Muy baja","Normal","Alta","Alta","Alta","Muy alta",7
"Alta","Normal","Muy alta","Muy alta","Alta","Muy alta","Normal","Muy baja","Normal","Muy baja",5
"Muy baja","Baja","Baja","Muy baja","Muy baja","Normal","Alta","Alta","Alta","Muy alta",7
"Baja","Muy alta","Muy baja","Normal","Baja","Muy baja","Muy baja","Normal","Muy baja","Normal",3
"Normal","Muy baja","Muy alta","Baja","Normal","Baja","Muy baja","Normal","Normal","Normal",5
"Muy baja","Alta","Muy baja","Muy baja","Baja","Muy baja","Muy baja","Muy alta","Baja","Normal",4
"Normal","Muy baja","Muy alta","Baja","Normal","Baja","Muy baja","Normal","Normal","Normal",5
"Baja","Normal","Muy alta","Muy baja","Normal","Muy baja","Muy baja","Normal","Baja","Normal",4
"Normal","Muy baja","Alta","Muy baja","Muy baja","Muy baja","Muy baja","Normal","Baja","Alta",5
"Baja","Muy alta","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Alta","Baja","Alta",4
"Baja","Alta","Baja","Muy baja","Baja","Muy baja","Baja","Normal","Baja","Baja",5
"Baja","Alta","Normal","Muy baja","Baja","Baja","Muy baja","Normal","Baja","Normal",5
"Muy baja","Alta","Muy baja","Muy baja","Muy baja","Baja","Muy baja","Alta","Normal","Normal",5
"Muy baja","Normal","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Muy alta","Baja","Alta",5
"Muy baja","Normal","Baja","Muy baja","Muy baja","Muy baja","Muy baja","Normal","Normal","Alta",6
"Baja","Muy baja","Muy alta","Muy baja","Muy baja","Muy baja","Muy baja","Normal","Baja","Muy alta",6
"Muy baja","Normal","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Muy alta","Baja","Alta",5
"Muy baja","Alta","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Alta","Baja","Muy alta",5
"Baja","Normal","Normal","Muy baja","Baja","Alta","Muy alta","Baja","Baja","Baja",5
"Muy baja","Muy baja","Baja","Muy baja","Muy baja","Normal","Muy baja","Normal","Normal","Normal",7
"Baja","Baja","Muy baja","Muy baja","Baja","Normal","Muy baja","Normal","Alta","Normal",6
"Baja","Normal","Normal","Muy baja","Baja","Alta","Muy alta","Baja","Baja","Baja",5
"Baja","Alta","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Alta","Baja","Alta",6
"Baja","Muy alta","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Alta","Baja","Alta",6
"Baja","Alta","Muy baja","Muy baja","Muy baja","Muy baja","Muy baja","Alta","Baja","Alta",6
"Baja","Alta","Muy baja","Muy baja","Baja","Muy baja","Muy baja","Baja","Muy baja","Baja",5
"Normal","Muy alta","Normal","Baja","Baja","Normal","Normal","Muy baja","Muy baja","Muy baja",5
"Baja","Normal","Baja","Muy baja","Baja","Normal","Normal","Baja","Baja","Baja",5
"Muy baja","Baja","Alta","Muy baja","Baja","Muy baja","Muy baja","Alta","Normal","Alta",6
"Baja","Baja","Muy alta","Muy baja","Normal","Muy baja","Muy baja","Normal","Baja","Alta",6
"Baja","Alta","Muy baja","Muy baja","Baja","Muy baja","Muy baja","Alta","Baja","Baja",3
"Baja","Muy alta","Muy baja","Muy baja","Baja","Muy baja","Muy baja","Alta","Normal","Alta",6
"Baja","Baja","Muy alta","Muy baja","Normal","Muy baja","Muy baja","Normal","Baja","Alta",6
"Baja","Muy baja","Muy alta","Muy baja","Baja","Normal","Muy baja","Normal","Normal","Normal",6
"Normal","Muy baja","Alta","Muy baja","Muy baja","Muy baja","Muy baja","Baja","Normal","Alta",5
"Muy baja","Baja","Normal","Muy baja","Muy baja","Alta","Baja","Alta","Normal","Baja",6
"Baja","Alta","Muy baja","Muy baja","Muy baja","Normal","Muy baja","Normal","Normal","Baja",5
"Muy baja","Alta","Muy baja","Muy baja","Muy baja","Baja","Muy baja","Alta","Normal","Normal",6
"Muy baja","Normal","Baja","Muy baja","Baja","Normal","Normal","Normal","Baja","Normal",6
"Baja","Muy alta","Normal","Baja","Baja","Normal","Normal","Alta","Normal","Muy baja",6
"Baja","Muy alta","Normal","Baja","Baja","Normal","Normal","Alta","Normal","Muy baja",6
"Muy baja","Muy baja","Normal","Muy baja","Baja","Alta","Normal","Normal","Alta","Normal",5
"Muy baja","Normal","Muy baja","Muy baja","Muy baja","Alta","Muy baja","Normal","Alta","Normal",6
"Baja","Baja","Alta","Muy baja","Normal","Muy baja","Muy baja","Normal","Baja","Normal",5
"Baja","Alta","Muy baja","Muy baja","Normal","Baja","Muy baja","Normal","Baja","Normal",5
"Muy baja","Normal","Muy baja","Muy baja","Muy baja","Alta","Muy baja","Normal","Alta","Normal",6
"Baja","Normal","Baja","Muy baja","Baja","Baja","Muy baja","Normal","Muy baja","Muy baja",4
"Muy baja","Muy baja","Normal","Muy baja","Baja","Alta","Normal","Normal","Alta","Normal",5
"Baja","Normal","Normal","Muy baja","Baja","Alta","Normal","Normal","Baja","Normal",5
"Muy baja","Baja","Baja","Muy baja","Baja","Normal","Baja","Normal","Normal","Normal",6
"Baja","Normal","Muy baja","Muy baja","Muy baja","Normal","Baja","Normal","Baja","Baja",5
"Baja","Baja","Muy baja","Muy baja","Muy baja","Normal","Baja","Baja","Normal","Baja",6
"Baja","Normal","Muy baja","Muy baja","Baja","Normal","Muy baja","Baja","Normal","Alta",6
"Normal","Muy baja","Muy alta","Muy baja","Normal","Normal","Normal","Baja","Normal","Normal",6
"Baja","Alta","Muy baja","Muy baja","Muy baja","Muy alta","Muy baja","Normal","Baja","Normal",6
"Baja","Baja","Baja","Muy baja","Muy baja","Baja","Muy baja","Normal","Normal","Alta",6
"Muy baja","Alta","Baja","Baja","Baja","Baja","Muy baja","Alta","Normal","Normal",5
"Baja","Normal","Baja","Muy baja","Muy baja","Normal","Muy baja","Baja","Normal","Baja",6
"Normal","Baja","Normal","Muy baja","Baja","Alta","Normal","Normal","Baja","Muy baja",5
"Baja","Normal","Baja","Muy baja","Muy baja","Baja","Baja","Normal","Baja","Alta",7
"Baja","Normal","Baja","Muy baja","Baja","Normal","Baja","Normal","Baja","Baja",6
"Muy baja","Normal","Muy baja","Muy baja","Baja","Alta","Baja","Alta","Normal","Normal",6
"Muy baja","Normal","Muy baja","Muy baja","Muy baja","Normal","Muy baja","Alta","Baja","Normal",6
"Muy baja","Alta","Baja","Muy baja","Baja","Normal","Muy baja","Alta","Baja","Muy alta",5
"Baja","Baja","Normal","Muy baja","Muy baja","Alta","Baja","Alta","Normal","Baja",5
"Muy baja","Normal","Muy baja","Normal","Baja","Baja","Baja","Alta","Baja","Alta",6
"Baja","Muy baja","Normal","Muy baja","Muy baja","Normal","Normal","Normal","Normal","Alta",7
"Baja","Muy alta","Muy baja","Muy baja","Muy baja","Alta","Muy baja","Baja","Baja","Alta",6
"Alta","Baja","Alta","Muy baja","Muy baja","Baja","Muy baja","Baja","Baja","Normal",6
"Normal","Baja","Alta","Muy baja","Muy baja","Baja","Muy baja","Muy baja","Alta","Alta",7
"Muy baja","Alta","Normal","Muy baja","Muy baja","Normal","Muy baja","Normal","Baja","Normal",6
"Baja","Normal","Muy baja","Muy baja","Baja","Normal","Muy baja","Normal","Baja","Normal",5
"Muy baja","Normal","Baja","Muy baja","Muy baja","Baja","Muy baja","Alta","Muy baja","Muy alta",5
"Muy alta","Baja","Muy alta","Muy baja","Normal","Normal","Normal","Muy baja","Baja","Normal",5
"Baja","Baja","Normal","Muy baja","Baja","Normal","Muy baja","Baja","Normal","Alta",8
"Baja","Alta","Muy baja","Muy baja","Baja","Normal","Muy baja","Alta","Muy baja","Baja",5
"Baja","Alta","Muy baja","Muy baja","Baja","Normal","Muy baja","Normal","Baja","Muy baja",5
"Muy baja","Alta","Muy baja","Baja","Normal","Alta","Baja","Alta","Normal","Alta",6
"Baja","Alta","Muy baja","Muy baja","Baja","Normal","Muy baja","Normal","Baja","Muy baja",5
"Baja","Muy alta","Muy baja","Muy baja","Muy baja","Normal","Muy baja","Alta","Baja","Alta",6
"Baja","Normal","Baja","Muy baja","Muy baja","Normal","Muy baja","Normal","Normal","Normal",7
"Baja","Muy alta","Muy baja","Muy baja","Muy baja","Baja","Muy baja","Alta","Baja","Baja",5
"Baja","Muy alta","Muy baja","Muy baja","Muy baja","Normal","Muy baja","Alta","Baja","Alta",6
"Baja","Alta","Normal","Normal","Alta","Muy alta","Normal","Baja","Baja","Baja",5
"Normal","Normal","Normal","Muy baja","Baja","Alta","Muy alta","Baja","Muy baja","Baja",5
"Normal","Normal","Normal","Muy baja","Baja","Alta","Muy alta","Baja","Muy baja","Baja",5
"Normal","Normal","Normal","Muy baja","Baja","Alta","Muy alta","Baja","Muy baja","Baja",5
"Baja","Alta","Baja","Muy baja","Baja","Baja","Muy baja","Baja","Baja","Normal",5
"Baja","Alta","Baja","Muy baja","Baja","Baja","Muy baja","Baja","Baja","Normal",5
"Baja","Alta","Baja","Muy baja","Baja","Baja","Muy baja","Baja","Baja","Normal",5
"Baja","Alta","Muy baja","Muy baja","Muy baja","Alta","Baja","Normal","Alta","Alta",6
"Baja","Muy baja","Muy alta","Muy baja","Muy baja","Alta","Baja","Normal","Normal","Alta",6
"Baja","Alta","Baja","Muy baja","Baja","Baja","Muy baja","Baja","Baja","Normal",5
"Baja","Normal","Baja","Muy baja","Baja","Alta","Baja","Normal","Baja","Muy baja",5
"Muy baja","Normal","Baja","Muy baja","Muy baja","Normal","Baja","Alta","Baja","Alta",6
"Muy baja","Baja","Muy alta","Muy baja","Alta","Normal","Baja","Normal","Alta","Muy alta",6
"Muy baja","Baja","Baja","Muy baja","Muy baja","Normal","Muy baja","Normal","Normal","Alta",6
"Baja","Alta","Normal","Muy baja","Muy baja","Alta","Alta","Normal","Muy baja","Baja",5
"Muy baja","Normal","Baja","Muy baja","Baja","Normal","Normal","Alta","Normal","Muy alta",6
"Muy baja","Muy baja","Muy alta","Muy alta","Baja","Alta","Alta","Normal","Muy baja","Normal",6
"Baja","Normal","Alta","Muy baja","Muy baja","Baja","Muy baja","Baja","Baja","Muy alta",6
"Normal","Muy baja","Muy alta","Muy baja","Baja","Normal","Muy baja","Baja","Normal","Alta",6
"Muy baja","Alta","Baja","Normal","Baja","Baja","Muy baja","Alta","Baja","Muy alta",6
"Baja","Alta","Baja","Muy baja","Normal","Baja","Muy baja","Normal","Normal","Alta",6
"Muy baja","Normal","Baja","Muy baja","Muy baja","Alta","Muy baja","Alta","Baja","Alta",5
"Baja","Baja","Normal","Muy baja","Muy baja","Baja","Baja","Normal","Baja","Muy alta",6
"Muy baja","Normal","Baja","Muy baja","Muy baja","Alta","Muy baja","Alta","Baja","Alta",5
"Muy baja","Alta","Baja","Muy baja","Muy baja","Baja","Muy baja","Alta","Muy baja","Muy alta",5
"Muy baja","Baja","Normal","Muy baja","Baja","Alta","Alta","Normal","Baja","Baja",5
"Baja","Muy baja","Alta","Muy baja","Muy baja","Alta","Muy baja","Baja","Alta","Alta",7
"Baja","Baja","Alta","Muy baja","Muy baja","Normal","Baja","Baja","Alta","Alta",6
"Baja","Muy baja","Alta","Muy baja","Muy baja","Alta","Baja","Normal","Alta","Alta",6
"Muy baja","Normal","Baja","Muy baja","Muy baja","Normal","Muy baja","Alta","Normal","Alta",6
"Baja","Alta","Normal","Muy baja","Muy baja","Alta","Alta","Baja","Normal","Muy alta",6
"Baja","Alta","Baja","Alta","Baja","Alta","Normal","Baja","Baja","Muy baja",5
"Muy baja","Normal","Baja","Muy baja","Baja","Alta","Muy baja","Normal","Alta","Alta",6
"Muy baja","Alta","Baja","Muy baja","Baja","Normal","Muy baja","Muy alta","Baja","Alta",6
"Muy baja","Normal","Baja","Muy baja","Baja","Alta","Muy baja","Normal","Normal","Alta",6
"Baja","Alta","Muy baja","Muy baja","Muy baja","Alta","Muy baja","Normal","Alta","Baja",6
"Muy baja","Normal","Muy baja","Muy baja","Baja","Alta","Muy baja","Alta","Baja","Normal",5
"Muy baja","Normal","Baja","Muy baja","Muy baja","Muy alta","Muy baja","Alta","Normal","Alta",6
"Muy baja","Normal","Baja","Muy baja","Baja","Alta","Muy baja","Normal","Normal","Alta",6
"Muy baja","Alta","Baja","Muy baja","Baja","Alta","Muy baja","Alta","Normal","Normal",5
"Muy baja","Muy baja","Alta","Baja","Muy baja","Normal","Baja","Normal","Normal","Alta",6
